Name,Sex,Event,Equipment,Age,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Wilks,McCulloch,Tested,AgeClass,Country,Glossbrenner,Federation,Date,MeetCountry,MeetState,MeetName
Stephen Bradshaw,M,SBD,Raw,39,Submasters 35-39,104.2,110,,,,,165,,,,,120,,,,,192.5,477.5,1,286.11,286.11,No,35-39,,274.61,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Joe Pattison,M,SBD,Raw,36,Submasters 35-39,119.2,125,,,,,192.5,,,,,122.5,,,,,232.5,547.5,1,315.26,315.26,No,35-39,,300.97,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Gavin Hough,M,SBD,Raw,36,Submasters 35-39,122,125,,,,,195,,,,,122.5,,,,,220,537.5,2,307.87,307.87,No,35-39,,293.59,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Jesse Kidd,M,SBD,Raw,35,Submasters 35-39,146,140,,,,,267.5,,,,,213.5,,,,,295,776,1,431,431,No,35-39,,407.61,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Mason Salisbury,M,SBD,Raw,41,Masters 40-44,89.7,90,,,,,222.5,,,,,150,,,,,277.5,650,1,415.66,419.82,No,40-44,,400.59,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Scott Asbill,M,SBD,Raw,45,Masters 45-49,108.9,110,,,,,237.5,,,,,150,,,,,237.5,625,1,368.96,389.25,No,45-49,,353.57,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Andrew Kingsley,M,SBD,Raw,42,Masters 40-44,113.4,125,,,,,227.5,,,,,147.5,,,,,237.5,612.5,1,357.26,364.4,No,40-44,,341.8,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Erin Collins,F,SBD,Wraps,21,Juniors 20-23,67,67.5,,,,,195,,,,,100.5,,,,,185,480.5,1,493.04,502.9,No,20-23,,434.98,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Jessica Valdez,F,SBD,Wraps,28,Open,51.4,52,,,,,100,,,,,55,,,,,110,265,1,333.33,333.33,No,24-34,,295.6,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Allison Santana,F,SBD,Wraps,37,Open,54.4,56,,,,,100,,,,,52.5,,,,,112.5,265,1,318.96,318.96,No,35-39,,282.33,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Carrie Althoff,F,SBD,Wraps,25,Open,59.2,60,,,,,122.5,,,,,65,,,,,132.5,320,1,360.5,360.5,No,24-34,USA,318.58,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Jessica Ferris,F,SBD,Wraps,31,Open,59.2,60,,,,,115,,,,,55,,,,,142.5,312.5,2,352.05,352.05,No,24-34,,311.11,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Christi Galloway,F,SBD,Wraps,29,Open,62.5,67.5,,,,,87.5,,,,,60,,,,,140,287.5,1,310.64,310.64,No,24-34,,274.32,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Renee Emory,F,SBD,Wraps,50,Open,67.5,67.5,,,,,115,,,,,55,,,,,110,280,2,285.77,322.92,No,50-54,,252.09,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Allison Santana,F,SBD,Wraps,37,Submasters 35-39,54.4,56,,,,,100,,,,,52.5,,,,,112.5,265,1,318.96,318.96,No,35-39,,282.33,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Meg Varvoutis,F,SBD,Wraps,36,Submasters 35-39,80,82.5,,,,,125,,,,,65,,,,,120,310,1,283.65,283.65,No,35-39,,248.76,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Renee Emory,F,SBD,Wraps,50,Masters 50-54,67.5,67.5,,,,,115,,,,,55,,,,,110,280,1,285.77,322.92,No,50-54,,252.09,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Donovan Recny,M,SBD,Wraps,20,Juniors 20-23,81.8,82.5,,,,,215,,,,,115,,,,,275,605,1,407.38,419.6,No,20-23,,393.36,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
CJ Norris,M,SBD,Wraps,22,Juniors 20-23,99,100,,,,,270,,,,,137.5,,,,,272.5,680,1,415.53,419.68,No,20-23,,399.47,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Wiliam Walker,M,SBD,Wraps,20,Juniors 20-23,127.7,140,,,,,290,,,,,165,,,,,275,730,1,414.25,426.67,No,20-23,,394.17,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Jake Weaver,M,SBD,Wraps,21,Open,59.8,60,,,,,190,,,,,117.5,,,,,205,512.5,1,438.43,447.2,No,20-23,,427.27,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Michael Vargas,M,SBD,Wraps,21,Open,69.6,75,,,,,227.5,,,,,127.5,,,,,240,595,1,447.85,456.81,No,20-23,,434.02,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Chris Moody #1,M,SBD,Wraps,26,Open,73.9,75,,,,,177.5,,,,,107.5,,,,,235,520,2,374.4,374.4,No,24-34,,362.29,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Jose Rivera-Ramos,M,SBD,Wraps,25,Open,80.7,82.5,,,,,137.5,,,,,97.5,,,,,192.5,427.5,1,290.27,290.27,No,24-34,,280.35,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Daniel Wahl,M,SBD,Wraps,30,Open,88.5,90,,,,,202.5,,,,,135,,,,,237.5,575,1,370.28,370.28,No,24-34,,356.96,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Brandon Holmes,M,SBD,Wraps,28,Open,99.3,100,,,,,262.5,,,,,185,,,,,287.5,735,1,448.58,448.58,No,24-34,,431.21,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Alex Skinner,M,SBD,Wraps,27,Open,98.1,100,,,,,222.5,,,,,165,,,,,272.5,660,2,404.84,404.84,No,24-34,,389.29,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Jordan Tynall,M,SBD,Wraps,24,Open,95,100,,,,,,,,,,,,,,,,,DQ,,,No,24-34,,,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Michael Yartin,M,SBD,Wraps,35,Open,122.8,125,,,,,232.5,,,,,140,,,,,247.5,620,1,354.62,354.62,No,35-39,,338.07,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Charles Walton,M,SBD,Single-ply,60,Masters 60-64,87.6,90,,,,,192.5,,,,,,,,,,,,DQ,,,No,60-64,,,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Kristin Williams,F,B,Raw,34,Open,59.4,60,,,,,,,,,,62.5,,,,,,62.5,1,70.23,70.23,No,24-34,,62.06,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Colton Hurley,M,B,Raw,16,Juniors 16-17,89.6,90,,,,,,,,,,125,,,,,,125,1,79.98,90.38,No,16-17,,77.08,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Thomas Fichter,M,B,Multi-ply,48,Masters 45-49,89,90,,,,,,,,,,205,,,,,,205,1,131.62,144.39,No,45-49,,126.87,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Natalie Lavorato,F,D,Raw,51,Open,58.3,60,,,,,,,,,,,,,,,105,105,1,119.71,137.31,No,50-54,,105.81,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Natalie Lavorato,F,D,Raw,51,Masters 50-54,58.3,60,,,,,,,,,,,,,,,105,105,1,119.71,137.31,No,50-54,,105.81,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Jason Keenan,M,D,Raw,17,Juniors 16-17,82.3,82.5,,,,,,,,,,,,,,,272.5,272.5,1,182.82,197.44,No,16-17,,176.5,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Corey Lane,M,D,Raw,27,Open,93,100,,,,,,,,,,,,,,,245,245,1,153.91,153.91,No,24-34,,148.2,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
William Sanders,M,D,Raw,45,Open,108.2,110,,,,,,,,,,,,,,,192.5,192.5,1,113.87,120.14,No,45-49,,109.15,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
William Moore,M,D,Raw,28,Open,113.2,125,,,,,,,,,,,,,,,297.5,297.5,1,173.61,173.61,No,24-34,USA,166.11,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Lauren Wilson,F,BD,Raw,24,Open,45.4,48,,,,,,,,,,30,,,,,47.5,77.5,1,106.82,106.82,No,24-34,,95.5,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Diontay Isaac,M,BD,Raw,25,Open,98.9,100,,,,,,,,,,127.5,,,,,200,327.5,1,200.21,200.21,No,24-34,,192.48,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
William Moore,M,BD,Raw,28,Open,113.2,125,,,,,,,,,,205,,,,,297.5,502.5,1,293.24,293.24,No,24-34,USA,280.58,USPA,06/01/2018,USA,NC,3rd Annual Raleigh Ruckus
Madi Neal,F,SBD,Raw,19,Juniors 18-19,46,48,,,,,92.5,,,,,47.5,,,,,110,250,1,341.43,355.08,No,18-19,,304.89,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Breanna Lomax,F,SBD,Raw,21,Juniors 20-23,62.2,67.5,,,,,112.5,,,,,50,,,,,150,312.5,1,338.89,345.66,No,20-23,,299.29,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Kaylee Woodard,F,SBD,Raw,23,Juniors 20-23,82,82.5,,,,,137.5,,,,,65,,,,,145,347.5,1,313.74,313.74,No,20-23,,274.73,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Samantha Sambola,F,SBD,Raw,24,Open,54,56,,,,,105,,,,,52.5,,,,,127.5,285,1,345.02,345.02,No,24-34,,305.45,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Bridget Mcculloch,F,SBD,Raw,37,Open,59.5,60,,,,,87.5,,,,,52.5,,,,,112.5,252.5,1,283.34,283.34,No,35-39,,250.38,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Emily Savoie,F,SBD,Raw,33,Open,66.7,67.5,,,,,145,,,,,82.5,,,,,165,392.5,1,404.05,404.05,No,24-34,,356.5,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Breanna Lomax,F,SBD,Raw,21,Open,62.2,67.5,,,,,112.5,,,,,50,,,,,150,312.5,2,338.89,345.66,No,20-23,,299.29,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Kayla Rogers,F,SBD,Raw,26,Open,66.8,67.5,,,,,80,,,,,47.5,,,,,102.5,230,3,236.51,236.51,No,24-34,,208.67,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Leah Michael,F,SBD,Raw,63,Open,72.5,75,,,,,120,,,,,97.5,,,,,155,372.5,1,361.91,514.28,No,60-64,USA,318.72,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Illyana Lee,F,SBD,Raw,25,Open,71.3,75,,,,,102.5,,,,,60,,,,,127.5,290,2,284.91,284.91,No,24-34,,251.03,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Laura Leggett,F,SBD,Raw,25,Open,70.3,75,,,,,102.5,,,,,52.5,,,,,120,275,3,272.78,272.78,No,24-34,,240.43,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Lian Hoffman,F,SBD,Raw,27,Open,79.8,82.5,,,,,165,,,,,100,,,,,197.5,462.5,1,423.78,423.78,No,24-34,,371.7,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Rebecca Albert,F,SBD,Raw,24,Open,80.8,82.5,,,,,137.5,,,,,47.5,,,,,137.5,322.5,2,293.48,293.48,No,24-34,,257.23,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Denise Caballero,F,SBD,Raw,39,Open,82.3,82.5,,,,,107.5,,,,,72.5,,,,,132.5,312.5,3,281.6,281.6,No,35-39,,246.53,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Hope Coleman,F,SBD,Raw,32,Open,89.8,90,,,,,82.5,,,,,72.5,,,,,137.5,292.5,1,252.97,252.97,No,24-34,,219.93,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Bridget Mcculloch,F,SBD,Raw,37,Submasters 35-39,59.5,60,,,,,87.5,,,,,52.5,,,,,112.5,252.5,1,283.34,283.34,No,35-39,,250.38,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Denise Caballero,F,SBD,Raw,39,Submasters 35-39,82.3,82.5,,,,,107.5,,,,,72.5,,,,,132.5,312.5,1,281.6,281.6,No,35-39,,246.53,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Debrina Cox,F,SBD,Raw,58,Masters 55-59,61.2,67.5,,,,,85,,,,,42.5,,,,,102.5,230,1,252.53,326.02,No,55-59,,223.07,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Leah Michael,F,SBD,Raw,63,Masters 60-64,72.5,75,,,,,120,,,,,97.5,,,,,155,372.5,1,361.91,514.28,No,60-64,USA,318.72,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Brendon Davis,M,SBD,Raw,20,Juniors 20-23,68.7,75,,,,,140,,,,,80,,,,,150,370,1,281.32,289.76,No,20-23,,272.74,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
James Overstreet,M,SBD,Raw,20,Juniors 20-23,80,82.5,,,,,225,,,,,137.5,,,,,235,597.5,1,407.91,420.15,No,20-23,,394.04,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Charles Nash,M,SBD,Raw,20,Juniors 20-23,81.4,82.5,,,,,160,,,,,,,,,,185,,DQ,,,No,20-23,,,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Jo Gardner,M,SBD,Raw,19,Juniors 18-19,84.5,90,,,,,200,,,,,120,,,,,245,565,1,373.22,388.15,No,18-19,,360.13,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Zarrick Jenkins,M,SBD,Raw,21,Juniors 20-23,87.1,90,,,,,210,,,,,160,,,,,227.5,597.5,1,388.06,395.82,No,20-23,,374.23,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Neil Touchet,M,SBD,Raw,51,Open,67.5,67.5,,,,,165,,,,,110,,,,,205,480,1,370.09,424.49,No,50-54,,358.98,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Bo Tennent,M,SBD,Raw,30,Open,66.5,67.5,,,,,167.5,,,,,107.5,,,,,180,455,2,355.06,355.06,No,24-34,,344.57,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Jeremy Breeland,M,SBD,Raw,37,Open,63.5,67.5,,,,,,,,,,95,,,,,185,,DQ,,,No,35-39,,,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Van Ly,M,SBD,Raw,33,Open,65.1,67.5,,,,,152.5,,,,,,,,,,165,,DQ,,,No,24-34,,,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Brendon Davis,M,SBD,Raw,20,Open,68.7,75,,,,,140,,,,,80,,,,,150,370,1,281.32,289.76,No,20-23,,272.74,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Garrett Patterson,M,SBD,Raw,28,Open,79.9,82.5,,,,,180,,,,,115,,,,,210,505,1,345.04,345.04,No,24-34,,333.31,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Brock Holtzclaw,M,SBD,Raw,30,Open,79.8,82.5,,,,,180,,,,,125,,,,,192.5,497.5,2,340.18,340.18,No,24-34,,328.63,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Ulyses Gonzalez,M,SBD,Raw,29,Open,88.7,90,,,,,265,,,,,167.5,,,,,275,707.5,1,455.07,455.07,No,24-34,,438.68,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Russell Tassin,M,SBD,Raw,33,Open,85.6,90,,,,,190,,,,,150,,,,,240,580,2,380.32,380.32,No,24-34,,366.9,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Eric Lease,M,SBD,Raw,32,Open,87.4,90,,,,,200,,,,,135,,,,,227.5,562.5,3,364.65,364.65,No,24-34,,351.63,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Ryan Smith,M,SBD,Raw,32,Open,89.4,90,,,,,200,,,,,125,,,,,227.5,552.5,4,353.92,353.92,No,24-34,USA,341.12,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Jason Shields,M,SBD,Raw,32,Open,99.6,100,,,,,275,,,,,190,,,,,277.5,742.5,1,452.61,452.61,No,24-34,,435.04,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Andrew Lorino,M,SBD,Raw,29,Open,98.6,100,,,,,250,,,,,195,,,,,272.5,717.5,2,439.17,439.17,No,24-34,,422.25,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Andrew Pfeiffer,M,SBD,Raw,27,Open,98.8,100,,,,,245,,,,,167.5,,,,,250,662.5,3,405.17,405.17,No,24-34,,389.54,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Hunter Tyler,M,SBD,Raw,29,Open,98.2,100,,,,,222.5,,,,,160,,,,,250,632.5,4,387.8,387.8,No,24-34,,372.9,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Ryan Kimball,M,SBD,Raw,29,Open,108.9,110,,,,,305,,,,,210,,,,,317.5,832.5,1,491.45,491.45,No,24-34,,470.96,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Steven Steel,M,SBD,Raw,30,Open,107.8,110,,,,,277.5,,,,,192.5,,,,,295,765,2,453.08,453.08,No,24-34,,434.35,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Joshua Davis,M,SBD,Raw,30,Open,107.9,110,,,,,250,,,,,212.5,,,,,282.5,745,3,441.1,441.1,No,24-34,New Zealand,422.85,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Tanner Jefferyes,M,SBD,Raw,24,Open,106.8,110,,,,,237.5,,,,,162.5,,,,,272.5,672.5,4,399.52,399.52,No,24-34,,383.14,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Jonathan Merrell,M,SBD,Raw,33,Open,107.4,110,,,,,190,,,,,152.5,,,,,220,562.5,5,333.55,333.55,No,24-34,,319.81,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Eric Norwood,M,SBD,Raw,28,Open,103.4,110,,,,,195,,,,,137.5,,,,,225,557.5,6,334.97,334.97,No,24-34,,321.6,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Shane Henley,M,SBD,Raw,36,Open,124.7,125,,,,,235,,,,,207.5,,,,,255,697.5,1,397.66,397.66,No,35-39,,378.82,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Chase Boyce,M,SBD,Raw,28,Open,111.8,125,,,,,215,,,,,192.5,,,,,267.5,675,2,395.31,395.31,No,24-34,,378.43,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Byron Nichols,M,SBD,Raw,51,Open,121.8,125,,,,,220,,,,,155,,,,,240,615,3,352.39,404.19,No,50-54,USA,336.07,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Raymond Crissey,M,SBD,Raw,31,Open,113.2,125,,,,,172.5,,,,,142.5,,,,,180,495,4,288.86,288.86,No,24-34,,276.39,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Mauricio Hance,M,SBD,Raw,34,Open,129.9,140,,,,,237.5,,,,,142.5,,,,,242.5,622.5,1,352.13,352.13,No,24-34,,334.78,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Adrian Jackson,M,SBD,Raw,32,Open,147.9,140,,,,,247.5,,,,,155,,,,,225,627.5,1,347.88,347.88,No,24-34,,328.85,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Adam Aycock,M,SBD,Raw,36,Submasters 35-39,106,110,,,,,250,,,,,165,,,,,250,665,1,396.07,396.07,No,35-39,,379.93,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Neil Touchet,M,SBD,Raw,51,Masters 50-54,67.5,67.5,,,,,165,,,,,110,,,,,205,480,1,370.09,424.49,No,50-54,,358.98,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Michael Petyak,M,SBD,Raw,44,Masters 40-44,98.9,100,,,,,227.5,,,,,137.5,,,,,245,610,1,372.91,388.94,No,40-44,,358.51,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Russell Loper,M,SBD,Raw,54,Masters 50-54,106,110,,,,,205,,,,,147.5,,,,,210,562.5,1,335.02,403.37,No,50-54,,321.37,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Byron Nichols,M,SBD,Raw,51,Masters 50-54,121.8,125,,,,,220,,,,,155,,,,,240,615,1,352.39,404.19,No,50-54,USA,336.07,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Jessica Bekowitz,F,SBD,Wraps,27,Open,59.6,60,,,,,120,,,,,72.5,,,,,145,337.5,1,378.23,378.23,No,24-34,,334.22,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Abigail Wade,F,SBD,Wraps,34,Open,100.1,90,,,,,200,,,,,102.5,,,,,205,507.5,1,422.41,422.41,No,24-34,,362.84,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Laura Moore,F,SBD,Wraps,43,Masters 40-44,107,90,,,,,130,,,,,82.5,,,,,200,412.5,1,337.44,347.9,No,40-44,,287.51,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
John Davis,M,SBD,Wraps,21,Juniors 20-23,74.6,75,,,,,195,,,,,125,,,,,205,525,1,375.49,383,No,20-23,,363.26,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Julius Bowens,M,SBD,Wraps,23,Juniors 20-23,85.3,90,,,,,232.5,,,,,145,,,,,232.5,610,1,400.79,400.79,No,20-23,,386.66,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Jonathan Gray,M,SBD,Wraps,17,Juniors 16-17,103.6,110,,,,,200,,,,,117.5,,,,,230,547.5,1,328.73,355.03,No,16-17,,315.59,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Richard Hawthorne,M,SBD,Wraps,32,Open,58.6,60,,,,,205,,,,,102.5,,,,,227.5,535,1,466.35,466.35,No,24-34,USA,454.92,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Jonathan Badely,M,SBD,Wraps,24,Open,108.5,110,,,,,215,,,,,142.5,,,,,227.5,585,1,345.75,345.75,No,24-34,,331.38,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Taylor Williams,M,SBD,Wraps,27,Open,108.3,110,,,,,252.5,,,,,,,,,,227.5,,DQ,,,No,24-34,,,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Blake Weller,M,SBD,Wraps,28,Open,114.2,125,,,,,320,,,,,202.5,,,,,295,817.5,1,475.9,475.9,No,24-34,,455.18,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
John Severson,M,SBD,Wraps,28,Open,134.7,140,,,,,340,,,,,182.5,,,,,340,862.5,1,484.88,484.88,No,24-34,,460.18,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Roger Fox,M,SBD,Wraps,52,Masters 50-54,78.7,82.5,,,,,152.5,,,,,117.5,,,,,185,455,1,313.9,365.69,No,50-54,,303.32,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Brian Smith,M,SBD,Wraps,59,Masters 55-59,98.8,100,,,,,195,,,,,125,,,,,207.5,527.5,1,322.61,424.23,No,55-59,,310.16,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
James Carver,M,SBD,Single-ply,20,Open,66.2,67.5,,,,,197.5,,,,,125,,,,,247.5,570,1,446.45,459.85,No,20-23,,433.32,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Joe Wronkowski,M,SBD,Single-ply,52,Masters 50-54,106.2,110,,,,,247.5,,,,,170,,,,,142.5,560,1,333.32,388.32,No,50-54,,319.72,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Bob Tibbs,M,B,Raw,17,Juniors 16-17,90.3,100,,,,,,,,,,102.5,,,,,,102.5,1,65.33,70.55,No,16-17,,62.95,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Oscar Smith III,M,B,Raw,22,Juniors 20-23,108.2,110,,,,,,,,,,137.5,,,,,,137.5,1,81.34,82.15,No,20-23,,77.97,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Cale Gammon,M,B,Raw,29,Open,99.1,100,,,,,,,,,,187.5,,,,,,187.5,1,114.53,114.53,No,24-34,,110.1,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
David Patterson,M,B,Raw,57,Masters 55-59,79.4,82.5,,,,,,,,,,132.5,,,,,,132.5,1,90.89,115.25,No,55-59,USA,87.81,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Laura Moore,F,D,Raw,43,Masters 40-44,107,90,,,,,,,,,,,,,,,200,200,1,163.61,168.68,No,40-44,,139.4,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Richard Hawthorne,M,D,Raw,32,Open,58.6,60,,,,,,,,,,,,,,,227.5,227.5,1,198.31,198.31,No,24-34,USA,193.45,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Gary Brewer,M,D,Raw,33,Open,109.8,110,,,,,,,,,,,,,,,325,325,1,191.37,191.37,No,24-34,,183.33,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Ryan Kimball,M,D,Raw,29,Open,108.9,110,,,,,,,,,,,,,,,317.5,317.5,2,187.43,187.43,No,24-34,,179.62,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
John Severson,M,D,Raw,28,Open,134.7,140,,,,,,,,,,,,,,,340,340,1,191.14,191.14,No,24-34,,181.41,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Jay Gousset,M,BD,Raw,46,Masters 45-49,109.2,110,,,,,,,,,,,,,,,205,,DQ,,,No,45-49,,,USPA,13/01/2018,USA,MS,Revolution Fitness Powerlifting Championships
Taylor Broadway,F,SBD,Raw,21,Juniors 20-23,58.9,60,,,,,62.5,,,,,35,,,,,80,177.5,1,200.76,204.77,No,20-23,,177.43,USPA,13/01/2018,USA,TN,2nd Annual Tennessee Open
